Parcela,ID,Código,Nombre_común,Nombre_científico,Familia,Ht1_(m),Hc1_(m),CAP1,CAP2_(cm),CAP3_(cm),CAP4_(cm),CAP5_(cm)
20,25,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2,0,54,,,,
20,26,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2.1,0,32,,,,
20,27,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,1.9,0,37,,,,
20,28,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2.2,0,62,,,,
20,29,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2.8,0,42,,,,
20,30,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,33,,,,
20,31,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2.9,0,53,,,,
20,32,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,1.8,0,56,,,,
20,33,,Candelo,Hieronyma huilensis Cuatrec.,Phyllanthaceae Martinov,10,9,77,,,,
20,34,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,55,,,,
20,35,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3.5,0,50,,,,
20,36,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2,0,60,,,,
20,37,,Candelo,Hieronyma huilensis Cuatrec.,Phyllanthaceae Martinov,7,4,66,,,,
20,38,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,45,,,,
20,39,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,47,,,,
20,40,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,38,,,,
20,41,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,37,,,,
20,42,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3.8,0,41,,,,
20,43,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,6,4,40,,,,
20,44,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,7,0,64,,,,
20,45,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4.1,0,45,,,,
20,46,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,32,,,,
20,47,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,40,,,,
20,48,,Balso,Heliocarpus americanus L.,Malvaceae Juss.,6,4,51,,,,
20,49,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2.5,0,31.5,,,,
20,50,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,35,,,,
20,51,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,1.8,0,50,,,,
20,52,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,8,6,37,,,,
20,53,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2,0,60,,,,
20,54,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,34,,,,
20,55,,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,7,5,40,,,,
20,56,,Tuno rosado,Miconia Sp2.,Melastomataceae Juss.,6,3,39,,,,
20,57,,Niguito,Miconia resima Naudin,Melastomataceae Juss.,5,2,39,,,,
21,1,,Balso,Heliocarpus americanus L.,Malvaceae Juss.,6,4,46,,,,
21,2,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5,0,44,,,,
21,3,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3.5,0,33,,,,
21,4,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,4,0,49,,,,
21,5,,Balso,Heliocarpus americanus L.,Malvaceae Juss.,7,6,78,,,,
21,6,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2,0,35,,,,
21,7,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2.5,0,36,,,,
21,8,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2.4,0,42,,,,
21,9,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3.3,0,31.5,,,,
21,10,,Balso,Heliocarpus americanus L.,Malvaceae Juss.,5,3,62,,,,
21,11,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,46,,,,
21,12,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,36,,,,
21,13,,Balso,Heliocarpus americanus L.,Malvaceae Juss.,7,5,37,,,,
21,14,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2.5,0,39,,,,
21,15,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,1.9,0,42,,,,
21,16,,Balso,Heliocarpus americanus L.,Malvaceae Juss.,9,6,57,,,,
21,17,,Tuno niguito,Miconia spicellata Bonpl. ex Naudin,Melastomataceae Juss.,9,6,58,,,,
21,18,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,6,0,77,,,,
21,19,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,5.8,0,66,,,,
21,20,,Mantequillo,Sapium stylare Müll. Arg.,Euphorbiaceae Juss.,6,4,34,,,,
21,21,,Balso,Heliocarpus americanus L.,Malvaceae Juss.,9,6,72,,,,
21,22,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,42,,,,
21,23,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2.5,0,34,,,,
21,24,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,2.8,0,34,,,,
21,25,,Balso,Heliocarpus americanus L.,Malvaceae Juss.,7,5,36,,,,
21,26,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,34,,,,
21,27,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,3,0,45,,,,
21,28,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,6,0,100,,,,
21,29,,Balso,Heliocarpus americanus L.,Malvaceae Juss.,7,6,78,,,,
22,1,,Tuno negro,Miconia cundinamarcensis Wurdack,Melastomataceae Juss.,14,10,92,,,,
22,2,,Tuno negro,Miconia cundinamarcensis Wurdack,Melastomataceae Juss.,12,9,84,,,,
22,3,,Tuno negro,Miconia cundinamarcensis Wurdack,Melastomataceae Juss.,10,9,44,,,,
22,4,,Palma boba,Cyathea caracasana (Klotzsch) Domin,Cyatheaceae Kaulf.,6,0,38,,,,
22,5,,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,7,5,31.5,,,,
22,6,,Tuno negro,Miconia cundinamarcensis Wurdack,Melastomataceae Juss.,13,10,128,,,,
22,7,,Tuno rosado,Miconia Sp2.,Melastomataceae Juss.,8,6,39,,,,
22,8,,Tuno negro,Miconia cundinamarcensis Wurdack,Melastomataceae Juss.,9,5,48,,,,
22,9,,Tuno hoji ancho,Miconia Sp1.,Melastomataceae Juss.,5.1,5,41,,,,
22,10,,Tuno negro,Miconia cundinamarcensis Wurdack,Melastomataceae Juss.,6,5,42,,,,
22,11,,Tuno blanco,Miconia caudata (Bonpl.) DC,Melastomataceae Juss.,6,4,37,,,,
22,12,,Tuno negro,Miconia cundinamarcensis Wurdack,Melastomataceae Juss.,7,5,47,,,,
22,13,,Balso,Heliocarpus americanus L.,Malvaceae Juss.,8,6,59,,,,
